Timestamp,Value,Type
7:40:01 PM.6,"23.00\r\n",received
7:40:01 PM.501,"23.00\r\n",received
7:40:02 PM.32,"23.00\r\n",received
7:40:02 PM.525,"23.00\r\n",received
7:40:03 PM.21,"23.00\r\n",received
7:40:03 PM.516,"23.00\r\n",received
7:40:04 PM.45,"23.00\r\n",received
7:40:04 PM.540,"23.00\r\n",received
7:40:05 PM.52,"23.00\r\n",received
7:40:05 PM.549,"23.00\r\n",received
7:40:06 PM.82,"23.00\r\n",received
7:40:06 PM.573,"23.00\r\n",received
7:40:07 PM.69,"23.00\r\n",received
7:40:07 PM.565,"23.00\r\n",received
7:40:08 PM.94,"23.00\r\n",received
7:40:08 PM.605,"23.00\r\n",received
7:40:09 PM.101,"23.00\r\n",received
7:40:09 PM.596,"23.00\r\n",received
7:40:10 PM.125,"23.00\r\n",received
7:40:10 PM.621,"23.00\r\n",received
7:40:11 PM.117,"23.00\r\n",received
7:40:11 PM.629,"23.00\r\n",received
7:40:12 PM.159,"23.00\r\n",received
7:40:12 PM.653,"23.00\r\n",received
7:40:13 PM.148,"23.00\r\n",received
7:40:13 PM.645,"23.00\r\n",received
7:40:14 PM.173,"23.00\r\n",received
7:40:14 PM.668,"23.00\r\n",received
7:40:15 PM.181,"23.00\r\n",received
7:40:15 PM.677,"23.00\r\n",received
7:40:16 PM.205,"23.00\r\n",received
7:40:16 PM.701,"23.00\r\n",received
7:40:17 PM.197,"23.00\r\n",received
7:40:17 PM.709,"23.00\r\n",received
7:40:18 PM.222,"23.00\r\n",received
7:40:18 PM.733,"23.00\r\n",received
7:40:19 PM.235,"23.00\r\n",received
7:40:19 PM.725,"23.00\r\n",received
7:40:20 PM.253,"23.00\r\n",received
7:40:20 PM.749,"23.00\r\n",received
7:40:21 PM.244,"23.00\r\n",received
7:40:21 PM.756,"23.00\r\n",received
7:40:22 PM.269,"23.00\r\n",received
7:40:22 PM.780,"23.00\r\n",received
7:40:23 PM.277,"23.00\r\n",received
7:40:23 PM.773,"23.00\r\n",received
7:40:24 PM.300,"23.00\r\n",received
7:40:24 PM.798,"23.00\r\n",received
7:40:25 PM.293,"23.00\r\n",received
7:40:25 PM.812,"23.00\r\n",received
7:40:26 PM.332,"23.00\r\n",received
7:40:26 PM.830,"23.00\r\n",received
7:40:27 PM.325,"23.00\r\n",received
7:40:27 PM.821,"23.00\r\n",received
7:40:28 PM.349,"23.00\r\n",received
7:40:28 PM.845,"23.00\r\n",received
7:40:29 PM.358,"23.00\r\n",received
7:40:29 PM.852,"23.00\r\n",received
7:40:30 PM.382,"23.00\r\n",received
7:40:30 PM.877,"23.00\r\n",received
7:40:31 PM.373,"23.00\r\n",received
7:40:31 PM.869,"23.00\r\n",received
7:40:32 PM.397,"23.00\r\n",received
7:40:32 PM.908,"23.00\r\n",received
7:40:33 PM.405,"23.00\r\n",received
7:40:33 PM.901,"23.00\r\n",received
7:40:34 PM.431,"23.00\r\n",received
7:40:34 PM.925,"23.00\r\n",received
7:40:35 PM.421,"23.00\r\n",received
7:40:35 PM.934,"23.00\r\n",received
7:40:36 PM.445,"23.00\r\n",received
7:40:36 PM.957,"23.00\r\n",received
7:40:37 PM.453,"23.00\r\n",received
7:40:37 PM.948,"23.00\r\n",received
7:40:38 PM.477,"23.00\r\n",received
7:40:38 PM.973,"23.00\r\n",received
7:40:39 PM.469,"23.00\r\n",received
7:40:39 PM.981,"23.00\r\n",received
7:40:40 PM.492,"23.00\r\n",received
7:40:41 PM.6,"23.00\r\n",received
7:40:41 PM.501,"23.00\r\n",received
7:40:41 PM.997,"23.00\r\n",received
7:40:42 PM.524,"23.00\r\n",received
7:40:43 PM.36,"23.00\r\n",received
7:40:43 PM.532,"23.00\r\n",received
7:40:44 PM.29,"23.00\r\n",received
7:40:44 PM.557,"23.00\r\n",received
7:40:45 PM.53,"23.00\r\n",received
7:40:45 PM.549,"23.00\r\n",received
7:40:46 PM.60,"23.00\r\n",received
7:40:46 PM.574,"23.00\r\n",received
7:40:47 PM.85,"23.00\r\n",received
7:40:47 PM.580,"23.00\r\n",received
7:40:48 PM.76,"23.00\r\n",received
7:40:48 PM.605,"23.00\r\n",received
7:40:49 PM.101,"23.00\r\n",received
7:40:49 PM.596,"23.00\r\n",received
7:40:50 PM.110,"23.00\r\n",received
7:40:50 PM.621,"23.00\r\n",received
7:40:51 PM.134,"23.00\r\n",received
7:40:51 PM.629,"23.00\r\n",received
7:40:52 PM.124,"23.00\r\n",received
7:40:52 PM.653,"23.00\r\n",received
7:40:53 PM.149,"23.00\r\n",received
7:40:53 PM.663,"23.00\r\n",received
7:40:54 PM.157,"23.00\r\n",received
7:40:54 PM.685,"23.00\r\n",received
7:40:55 PM.180,"23.00\r\n",received
7:40:55 PM.677,"23.00\r\n",received
7:40:56 PM.172,"23.00\r\n",received
7:40:56 PM.701,"23.00\r\n",received
7:40:57 PM.196,"23.00\r\n",received
7:40:57 PM.712,"23.00\r\n",received
7:40:58 PM.204,"23.00\r\n",received
7:40:58 PM.733,"23.00\r\n",received
7:40:59 PM.229,"23.00\r\n",received
7:40:59 PM.725,"23.00\r\n",received
7:41:00 PM.221,"23.00\r\n",received
7:41:00 PM.749,"23.00\r\n",received
7:41:01 PM.261,"23.00\r\n",received
7:41:01 PM.762,"23.00\r\n",received
7:41:02 PM.253,"23.00\r\n",received
7:41:02 PM.781,"23.00\r\n",received
7:41:03 PM.276,"23.00\r\n",received
7:41:03 PM.773,"23.00\r\n",received
7:41:04 PM.286,"23.00\r\n",received
7:41:04 PM.798,"23.00\r\n",received
7:41:05 PM.310,"23.00\r\n",received
7:41:05 PM.805,"23.00\r\n",received
7:41:06 PM.300,"23.00\r\n",received
7:41:06 PM.829,"23.00\r\n",received
7:41:07 PM.324,"23.00\r\n",received
7:41:07 PM.821,"23.00\r\n",received
7:41:08 PM.333,"23.00\r\n",received
7:41:08 PM.861,"23.00\r\n",received
7:41:09 PM.356,"23.00\r\n",received
7:41:09 PM.853,"23.00\r\n",received
7:41:10 PM.348,"23.00\r\n",received
7:41:10 PM.877,"23.00\r\n",received
7:41:11 PM.373,"23.00\r\n",received
7:41:11 PM.885,"23.00\r\n",received
7:41:12 PM.381,"23.00\r\n",received
7:41:12 PM.908,"23.00\r\n",received
7:41:13 PM.404,"23.00\r\n",received
7:41:13 PM.902,"23.00\r\n",received
7:41:14 PM.413,"23.00\r\n",received
7:41:14 PM.925,"23.00\r\n",received
7:41:15 PM.437,"23.00\r\n",received
7:41:15 PM.933,"23.00\r\n",received
7:41:16 PM.429,"23.00\r\n",received
7:41:16 PM.958,"23.00\r\n",received
7:41:17 PM.453,"23.00\r\n",received
7:41:17 PM.968,"23.00\r\n",received
7:41:18 PM.460,"23.00\r\n",received
7:41:18 PM.989,"23.00\r\n",received
7:41:19 PM.485,"23.00\r\n",received
7:41:19 PM.981,"23.00\r\n",received
7:41:20 PM.476,"23.00\r\n",received
7:41:21 PM.4,"23.00\r\n",received
7:41:21 PM.501,"23.00\r\n",received
7:41:22 PM.12,"23.00\r\n",received
7:41:22 PM.509,"23.00\r\n",received
7:41:23 PM.37,"23.00\r\n",received
7:41:23 PM.534,"23.00\r\n",received
7:41:24 PM.29,"23.00\r\n",received
7:41:24 PM.524,"23.00\r\n",received
7:41:25 PM.53,"23.00\r\n",received
7:41:25 PM.569,"23.00\r\n",received
7:41:26 PM.63,"23.00\r\n",received
7:41:26 PM.557,"23.00\r\n",received
7:41:27 PM.84,"23.00\r\n",received
7:41:27 PM.581,"23.00\r\n",received
7:41:28 PM.77,"23.00\r\n",received
7:41:28 PM.589,"23.00\r\n",received
7:41:29 PM.101,"23.00\r\n",received
7:41:29 PM.613,"23.00\r\n",received
7:41:30 PM.109,"23.00\r\n",received
7:41:30 PM.604,"23.00\r\n",received
7:41:31 PM.138,"23.00\r\n",received
7:41:31 PM.629,"23.00\r\n",received
7:41:32 PM.125,"23.00\r\n",received
7:41:32 PM.636,"23.00\r\n",received
7:41:33 PM.148,"23.00\r\n",received
7:41:33 PM.661,"23.00\r\n",received
7:41:34 PM.158,"����������������������������������������������������������������3.00\r\n",received
7:41:34 PM.652,"23.00\r\n",received
7:41:35 PM.181,"23.00\r\n",received
7:41:35 PM.676,"23.00\r\n",received
7:41:36 PM.189,"23.00\r\n",received
7:41:36 PM.685,"23.00\r\n",received
7:41:37 PM.213,"23.00\r\n",received
7:41:37 PM.710,"23.00\r\n",received
7:41:38 PM.205,"23.00\r\n",received
7:41:38 PM.702,"23.00\r\n",received
7:41:39 PM.229,"23.00\r\n",received
7:41:39 PM.725,"23.00\r\n",received
7:41:40 PM.238,"23.00\r\n",received
7:41:40 PM.733,"23.00\r\n",received
7:41:41 PM.261,"23.00\r\n",received
7:41:41 PM.756,"23.00\r\n",received
7:41:42 PM.252,"23.00\r\n",received
7:41:42 PM.748,"23.00\r\n",received
7:41:43 PM.277,"23.00\r\n",received
7:41:43 PM.789,"23.00\r\n",received
7:41:44 PM.285,"23.00\r\n",received
7:41:44 PM.780,"23.00\r\n",received
7:41:45 PM.309,"23.00\r\n",received
7:41:45 PM.805,"23.00\r\n",received
7:41:46 PM.316,"23.00\r\n",received
7:41:46 PM.813,"23.00\r\n",received
7:41:47 PM.342,"23.00\r\n",received
7:41:47 PM.837,"23.00\r\n",received
7:41:48 PM.333,"23.00\r\n",received
7:41:48 PM.828,"23.00\r\n",received
7:41:49 PM.357,"23.00\r\n",received
7:41:49 PM.868,"23.00\r\n",received
7:41:50 PM.365,"23.00\r\n",received
7:41:50 PM.860,"23.00\r\n",received
7:41:51 PM.389,"23.00\r\n",received
7:41:51 PM.884,"23.00\r\n",received
7:41:52 PM.381,"23.00\r\n",received
7:41:52 PM.893,"23.00\r\n",received
7:41:53 PM.404,"23.00\r\n",received
7:41:53 PM.918,"23.00\r\n",received
7:41:54 PM.413,"23.00\r\n",received
7:41:54 PM.909,"23.00\r\n",received
7:41:55 PM.437,"23.00\r\n",received
7:41:55 PM.933,"23.00\r\n",received
7:41:56 PM.429,"23.00\r\n",received
7:41:56 PM.942,"23.00\r\n",received
7:41:57 PM.453,"23.00\r\n",received
7:41:57 PM.965,"23.00\r\n",received
7:41:58 PM.461,"23.00\r\n",received
7:41:58 PM.957,"23.00\r\n",received
7:41:59 PM.484,"23.00\r\n",received
7:41:59 PM.981,"23.00\r\n",received
7:42:00 PM.492,"23.00\r\n",received
7:42:00 PM.989,"23.00\r\n",received
7:42:01 PM.517,"23.00\r\n",received
7:42:02 PM.13,"23.00\r\n",received
7:42:02 PM.509,"23.00\r\n",received
7:42:03 PM.4,"23.00\r\n",received
7:42:03 PM.533,"23.00\r\n",received
7:42:04 PM.29,"23.00\r\n",received
7:42:04 PM.540,"23.00\r\n",received
7:42:05 PM.37,"23.00\r\n",received
7:42:05 PM.565,"23.00\r\n",received
7:42:06 PM.60,"23.00\r\n",received
7:42:06 PM.556,"23.00\r\n",received
7:42:07 PM.53,"23.00\r\n",received
7:42:07 PM.581,"23.00\r\n",received
7:42:08 PM.92,"23.00\r\n",received
7:42:08 PM.588,"23.00\r\n",received
7:42:09 PM.85,"23.00\r\n",received
7:42:09 PM.613,"23.00\r\n",received
7:42:10 PM.109,"23.00\r\n",received
7:42:10 PM.605,"23.00\r\n",received
7:42:11 PM.116,"23.00\r\n",received
7:42:11 PM.629,"23.00\r\n",received
7:42:12 PM.142,"23.00\r\n",received
7:42:12 PM.637,"23.00\r\n",received
7:42:13 PM.133,"23.00\r\n",received
7:42:13 PM.661,"23.00\r\n",received
7:42:14 PM.157,"23.00\r\n",received
7:42:14 PM.668,"23.00\r\n",received
7:42:15 PM.164,"23.00\r\n",received
7:42:15 PM.693,"23.00\r\n",received
7:42:16 PM.188,"23.00\r\n",received
7:42:16 PM.685,"23.00\r\n",received
7:42:17 PM.181,"23.00\r\n",received
7:42:17 PM.708,"23.00\r\n",received
7:42:18 PM.220,"23.00\r\n",received
7:42:18 PM.717,"23.00\r\n",received
7:42:19 PM.213,"23.00\r\n",received
7:42:19 PM.741,"23.00\r\n",received
7:42:20 PM.237,"23.00\r\n",received
7:42:20 PM.733,"23.00\r\n",received
7:42:21 PM.246,"23.00\r\n",received
7:42:21 PM.756,"23.00\r\n",received
7:42:22 PM.269,"23.00\r\n",received
7:42:22 PM.765,"23.00\r\n",received
7:42:23 PM.261,"23.00\r\n",received
7:42:23 PM.788,"23.00\r\n",received
7:42:24 PM.285,"23.00\r\n",received
7:42:24 PM.798,"23.00\r\n",received
7:42:25 PM.293,"23.00\r\n",received
7:42:25 PM.821,"23.00\r\n",received
7:42:26 PM.317,"23.00\r\n",received
7:42:26 PM.813,"23.00\r\n",received
7:42:27 PM.309,"23.00\r\n",received
7:42:27 PM.837,"23.00\r\n",received
7:42:28 PM.333,"23.00\r\n",received
7:42:28 PM.844,"23.00\r\n",received
7:42:29 PM.341,"23.00\r\n",received
7:42:29 PM.869,"23.00\r\n",received
7:42:30 PM.364,"23.00\r\n",received
7:42:30 PM.860,"23.00\r\n",received
7:42:31 PM.373,"23.00\r\n",received
7:42:31 PM.885,"23.00\r\n",received
7:42:32 PM.397,"23.00\r\n",received
7:42:32 PM.893,"23.00\r\n",received
7:42:33 PM.388,"23.00\r\n",received
7:42:33 PM.919,"23.00\r\n",received
7:42:34 PM.413,"23.00\r\n",received
7:42:34 PM.908,"23.00\r\n",received
7:42:35 PM.422,"23.00\r\n",received
7:42:35 PM.933,"23.00\r\n",received
7:42:36 PM.445,"23.00\r\n",received
7:42:36 PM.941,"23.00\r\n",received
7:42:37 PM.437,"23.00\r\n",received
7:42:37 PM.965,"23.00\r\n",received
7:42:38 PM.461,"23.00\r\n",received
7:42:38 PM.957,"23.00\r\n",received
7:42:39 PM.470,"23.00\r\n",received
7:42:40 PM.0,"23.00\r\n",received
7:42:40 PM.492,"23.00\r\n",received
7:42:40 PM.988,"23.00\r\n",received
7:42:41 PM.485,"23.00\r\n",received
7:42:42 PM.13,"23.00\r\n",received
7:42:42 PM.509,"23.00\r\n",received
7:42:43 PM.21,"23.00\r\n",received
7:42:43 PM.517,"23.00\r\n",received
7:42:44 PM.45,"23.00\r\n",received
7:42:44 PM.541,"23.00\r\n",received
7:42:45 PM.37,"23.00\r\n",received
7:42:45 PM.549,"23.00\r\n",received
7:42:46 PM.78,"23.00\r\n",received
7:42:46 PM.573,"23.00\r\n",received
7:42:47 PM.69,"23.00\r\n",received
7:42:47 PM.565,"23.00\r\n",received
7:42:48 PM.93,"23.00\r\n",received
7:42:48 PM.589,"23.00\r\n",received
7:42:49 PM.101,"23.00\r\n",received
7:42:49 PM.597,"23.00\r\n",received
7:42:50 PM.124,"23.00\r\n",received
7:42:50 PM.621,"23.00\r\n",received
7:42:51 PM.117,"23.00\r\n",received
7:42:51 PM.613,"23.00\r\n",received
7:42:52 PM.141,"23.00\r\n",received
7:42:52 PM.637,"23.00\r\n",received
7:42:53 PM.149,"23.00\r\n",received
7:42:53 PM.644,"23.00\r\n",received
7:42:54 PM.174,"23.00\r\n",received
7:42:54 PM.669,"23.00\r\n",received
7:42:55 PM.165,"23.00\r\n",received
7:42:55 PM.661,"23.00\r\n",received
7:42:56 PM.189,"23.00\r\n",received
7:42:56 PM.702,"23.00\r\n",received
7:42:57 PM.198,"23.00\r\n",received
7:42:57 PM.693,"23.00\r\n",received
7:42:58 PM.222,"23.00\r\n",received
7:42:58 PM.717,"23.00\r\n",received
7:42:59 PM.212,"23.00\r\n",received
7:42:59 PM.726,"23.00\r\n",received
7:43:00 PM.237,"23.00\r\n",received
7:43:00 PM.756,"23.00\r\n",received
7:43:01 PM.245,"23.00\r\n",received
7:43:01 PM.740,"23.00\r\n",received
7:43:02 PM.269,"23.00\r\n",received
7:43:02 PM.764,"23.00\r\n",received
7:43:03 PM.261,"23.00\r\n",received
7:43:03 PM.774,"23.00\r\n",received
7:43:04 PM.285,"23.00\r\n",received
7:43:04 PM.797,"23.00\r\n",received
7:43:05 PM.293,"23.00\r\n",received
7:43:05 PM.789,"23.00\r\n",received
7:43:06 PM.317,"23.00\r\n",received
7:43:06 PM.813,"23.00\r\n",received
7:43:07 PM.326,"23.00\r\n",received
7:43:07 PM.822,"23.00\r\n",received
7:43:08 PM.348,"23.00\r\n",received
7:43:08 PM.845,"23.00\r\n",received
7:43:09 PM.340,"23.00\r\n",received
7:43:09 PM.837,"23.00\r\n",received
7:43:10 PM.365,"23.00\r\n",received
7:43:10 PM.861,"23.00\r\n",received
7:43:11 PM.372,"23.00\r\n",received
7:43:11 PM.869,"23.00\r\n",received
7:43:12 PM.398,"23.00\r\n",received
7:43:12 PM.893,"23.00\r\n",received
7:43:13 PM.389,"23.00\r\n",received
7:43:13 PM.885,"23.00\r\n",received
7:43:14 PM.413,"23.00\r\n",received
7:43:14 PM.925,"23.00\r\n",received
7:43:15 PM.421,"23.00\r\n",received
7:43:15 PM.917,"23.00\r\n",received
7:43:16 PM.444,"23.00\r\n",received
7:43:16 PM.940,"23.00\r\n",received
7:43:17 PM.454,"23.00\r\n",received
7:43:17 PM.949,"23.00\r\n",received
7:43:18 PM.477,"23.00\r\n",received
7:43:18 PM.973,"23.00\r\n",received
7:43:19 PM.469,"23.00\r\n",received
7:43:19 PM.965,"23.00\r\n",received
7:43:20 PM.493,"23.00\r\n",received
7:43:21 PM.4,"23.00\r\n",received
7:43:21 PM.500,"23.00\r\n",received
7:43:21 PM.997,"23.00\r\n",received
7:43:22 PM.525,"23.00\r\n",received
7:43:23 PM.20,"23.00\r\n",received
7:43:23 PM.517,"23.00\r\n",received
7:43:24 PM.33,"23.00\r\n",received
7:43:24 PM.541,"23.00\r\n",received
7:43:25 PM.54,"23.00\r\n",received
7:43:25 PM.550,"23.00\r\n",received
7:43:26 PM.46,"23.00\r\n",received
7:43:26 PM.573,"23.00\r\n",received
7:43:27 PM.69,"23.00\r\n",received
7:43:27 PM.564,"23.00\r\n",received
7:43:28 PM.77,"23.00\r\n",received
7:43:28 PM.605,"23.00\r\n",received
7:43:29 PM.101,"23.00\r\n",received
7:43:29 PM.598,"23.00\r\n",received
7:43:30 PM.93,"23.00\r\n",received
7:43:30 PM.621,"23.00\r\n",received
7:43:31 PM.116,"23.00\r\n",received
7:43:31 PM.630,"23.00\r\n",received
7:43:32 PM.125,"23.00\r\n",received
7:43:32 PM.654,"23.00\r\n",received
7:43:33 PM.149,"23.00\r\n",received
7:43:33 PM.645,"23.00\r\n",received
7:43:34 PM.141,"23.00\r\n",received
7:43:34 PM.669,"23.00\r\n",received
7:43:35 PM.165,"23.00\r\n",received
7:43:35 PM.676,"23.00\r\n",received
7:43:36 PM.172,"23.00\r\n",received
7:43:36 PM.700,"23.00\r\n",received
7:43:37 PM.197,"23.00\r\n",received
7:43:37 PM.693,"23.00\r\n",received
7:43:38 PM.189,"23.00\r\n",received
7:43:38 PM.717,"23.00\r\n",received
7:43:39 PM.230,"23.00\r\n",received
7:43:39 PM.727,"23.00\r\n",received
7:43:40 PM.221,"23.00\r\n",received
7:43:40 PM.749,"23.00\r\n",received
7:43:41 PM.245,"23.00\r\n",received
7:43:41 PM.741,"23.00\r\n",received
7:43:42 PM.253,"23.00\r\n",received
7:43:42 PM.766,"23.00\r\n",received
7:43:43 PM.277,"23.00\r\n",received
7:43:43 PM.773,"23.00\r\n",received
7:43:44 PM.269,"23.00\r\n",received
7:43:44 PM.797,"23.00\r\n",received
7:43:45 PM.309,"23.00\r\n",received
7:43:45 PM.805,"23.00\r\n",received
7:43:46 PM.300,"23.00\r\n",received
7:43:46 PM.834,"23.00\r\n",received
7:43:47 PM.325,"23.00\r\n",received
7:43:47 PM.820,"23.00\r\n",received
7:43:48 PM.336,"23.00\r\n",received
7:43:48 PM.844,"23.00\r\n",received
7:43:49 PM.358,"23.00\r\n",received
7:43:49 PM.852,"23.00\r\n",received
7:43:50 PM.348,"23.00\r\n",received
7:43:50 PM.876,"23.00\r\n",received
7:43:51 PM.373,"23.00\r\n",received
7:43:51 PM.869,"23.00\r\n",received
7:43:52 PM.381,"23.00\r\n",received
7:43:52 PM.910,"23.00\r\n",received
7:43:53 PM.405,"23.00\r\n",received
7:43:53 PM.901,"23.00\r\n",received
7:43:54 PM.397,"23.00\r\n",received
7:43:54 PM.925,"23.00\r\n",received
7:43:55 PM.421,"23.00\r\n",received
7:43:55 PM.932,"23.00\r\n",received
7:43:56 PM.429,"23.00\r\n",received
7:43:56 PM.957,"23.00\r\n",received
7:43:57 PM.452,"23.00\r\n",received
7:43:57 PM.948,"23.00\r\n",received
7:43:58 PM.445,"23.00\r\n",received
7:43:58 PM.973,"23.00\r\n",received
7:43:59 PM.487,"23.00\r\n",received
7:43:59 PM.981,"23.00\r\n",received
7:44:00 PM.476,"23.00\r\n",received
7:44:01 PM.9,"23.00\r\n",received
7:44:01 PM.501,"23.00\r\n",received
7:44:01 PM.997,"23.00\r\n",received
7:44:02 PM.513,"23.00\r\n",received
7:44:03 PM.20,"23.00\r\n",received
7:44:03 PM.534,"23.00\r\n",received
7:44:04 PM.28,"23.00\r\n",received
7:44:04 PM.524,"23.00\r\n",received
7:44:05 PM.53,"23.00\r\n",received
7:44:05 PM.549,"23.00\r\n",received
7:44:06 PM.45,"23.00\r\n",received
7:44:06 PM.559,"23.00\r\n",received
7:44:07 PM.88,"23.00\r\n",received
7:44:07 PM.584,"23.00\r\n",received
7:44:08 PM.76,"23.00\r\n",received
7:44:08 PM.573,"23.00\r\n",received
7:44:09 PM.100,"23.00\r\n",received
7:44:09 PM.597,"23.00\r\n",received
7:44:10 PM.109,"23.00\r\n",received
7:44:10 PM.605,"23.00\r\n",received
7:44:11 PM.134,"23.00\r\n",received
7:44:11 PM.629,"23.00\r\n",received
7:44:12 PM.124,"23.00\r\n",received
7:44:12 PM.621,"23.00\r\n",received
7:44:13 PM.148,"23.00\r\n",received
7:44:13 PM.661,"23.00\r\n",received
7:44:14 PM.159,"23.00\r\n",received
7:44:14 PM.653,"23.00\r\n",received
7:44:15 PM.181,"23.00\r\n",received
7:44:15 PM.678,"23.00\r\n",received
7:44:16 PM.190,"23.00\r\n",received
7:44:16 PM.687,"23.00\r\n",received
7:44:17 PM.214,"23.00\r\n",received
7:44:17 PM.709,"23.00\r\n",received
7:44:18 PM.205,"23.00\r\n",received
7:44:18 PM.701,"23.00\r\n",received
7:44:19 PM.229,"23.00\r\n",received
7:44:19 PM.740,"23.00\r\n",received
7:44:20 PM.238,"23.00\r\n",received
7:44:20 PM.732,"23.00\r\n",received
7:44:21 PM.260,"23.00\r\n",received
7:44:21 PM.757,"23.00\r\n",received
7:44:22 PM.253,"23.00\r\n",received
7:44:22 PM.765,"23.00\r\n",received
7:44:23 PM.277,"23.00\r\n",received
7:44:23 PM.789,"23.00\r\n",received
7:44:24 PM.289,"23.00\r\n",received
7:44:24 PM.781,"23.00\r\n",received
7:44:25 PM.309,"23.00\r\n",received
7:44:25 PM.805,"23.00\r\n",received
7:44:26 PM.301,"23.00\r\n",received
7:44:26 PM.813,"23.00\r\n",received
7:44:27 PM.324,"23.00\r\n",received
7:44:27 PM.837,"23.00\r\n",received
7:44:28 PM.333,"23.00\r\n",received
7:44:28 PM.829,"23.00\r\n",received
7:44:29 PM.357,"23.00\r\n",received
7:44:29 PM.853,"23.00\r\n",received
7:44:30 PM.364,"����������������������������������������������������������������3.00\r\n",received
7:44:30 PM.864,"23.00\r\n",received
7:44:31 PM.389,"23.00\r\n",received
7:44:31 PM.885,"23.00\r\n",received
7:44:32 PM.381,"23.00\r\n",received
7:44:32 PM.877,"23.00\r\n",received
7:44:33 PM.405,"23.00\r\n",received
7:44:33 PM.901,"23.00\r\n",received
7:44:34 PM.414,"23.00\r\n",received
7:44:34 PM.909,"23.00\r\n",received
7:44:35 PM.439,"23.00\r\n",received
7:44:35 PM.932,"23.00\r\n",received
7:44:36 PM.429,"23.00\r\n",received
7:44:36 PM.925,"23.00\r\n",received
7:44:37 PM.453,"23.00\r\n",received
7:44:37 PM.964,"23.00\r\n",received
7:44:38 PM.469,"23.00\r\n",received
7:44:38 PM.957,"23.00\r\n",received
7:44:39 PM.485,"23.00\r\n",received
7:44:39 PM.981,"23.00\r\n",received
7:44:40 PM.477,"23.00\r\n",received
7:44:40 PM.989,"23.00\r\n",received
7:44:41 PM.500,"23.00\r\n",received
7:44:42 PM.14,"23.00\r\n",received
7:44:42 PM.509,"23.00\r\n",received
7:44:43 PM.4,"23.00\r\n",received
7:44:43 PM.533,"23.00\r\n",received
7:44:44 PM.29,"23.00\r\n",received
7:44:44 PM.525,"23.00\r\n",received
7:44:45 PM.37,"23.00\r\n",received
7:44:45 PM.565,"23.00\r\n",received
7:44:46 PM.61,"23.00\r\n",received
7:44:46 PM.558,"23.00\r\n",received
7:44:47 PM.77,"23.00\r\n",received
7:44:47 PM.581,"23.00\r\n",received
7:44:48 PM.94,"23.00\r\n",received
7:44:48 PM.589,"23.00\r\n",received
7:44:49 PM.85,"23.00\r\n",received
7:44:49 PM.613,"23.00\r\n",received
7:44:50 PM.108,"23.00\r\n",received
7:44:50 PM.621,"23.00\r\n",received
7:44:51 PM.117,"23.00\r\n",received
7:44:51 PM.645,"23.00\r\n",received
7:44:52 PM.145,"23.00\r\n",received
7:44:52 PM.637,"23.00\r\n",received
7:44:53 PM.133,"23.00\r\n",received
7:44:53 PM.661,"23.00\r\n",received
7:44:54 PM.157,"23.00\r\n",received
7:44:54 PM.668,"23.00\r\n",received
7:44:55 PM.164,"23.00\r\n",received
7:44:55 PM.692,"23.00\r\n",received
7:44:56 PM.188,"23.00\r\n",received
7:44:56 PM.685,"23.00\r\n",received
7:44:57 PM.180,"23.00\r\n",received
7:44:57 PM.708,"23.00\r\n",received
7:44:58 PM.222,"23.00\r\n",received
7:44:58 PM.718,"23.00\r\n",received
7:44:59 PM.213,"23.00\r\n",received
7:44:59 PM.742,"23.00\r\n",received
7:45:00 PM.237,"23.00\r\n",received
7:45:00 PM.733,"23.00\r\n",received
7:45:01 PM.245,"23.00\r\n",received
7:45:01 PM.756,"23.00\r\n",received
7:45:02 PM.269,"23.00\r\n",received
7:45:02 PM.765,"23.00\r\n",received
7:45:03 PM.261,"23.00\r\n",received
7:45:03 PM.789,"23.00\r\n",received
7:45:04 PM.285,"23.00\r\n",received
7:45:04 PM.780,"23.00\r\n",received
7:45:05 PM.294,"23.00\r\n",received
7:45:05 PM.804,"23.00\r\n",received
7:45:06 PM.316,"23.00\r\n",received
7:45:06 PM.813,"23.00\r\n",received
7:45:07 PM.309,"23.00\r\n",received
7:45:07 PM.837,"23.00\r\n",received
7:45:08 PM.333,"23.00\r\n",received
7:45:08 PM.846,"23.00\r\n",received
7:45:09 PM.341,"23.00\r\n",received
7:45:09 PM.870,"23.00\r\n",received
7:45:10 PM.364,"23.00\r\n",received
7:45:10 PM.861,"23.00\r\n",received
7:45:11 PM.356,"23.00\r\n",received
7:45:11 PM.885,"23.00\r\n",received
7:45:12 PM.381,"23.00\r\n",received
7:45:12 PM.893,"23.00\r\n",received
7:45:13 PM.390,"23.00\r\n",received
7:45:13 PM.917,"23.00\r\n",received
7:45:14 PM.413,"23.00\r\n",received
7:45:14 PM.909,"23.00\r\n",received
7:45:15 PM.421,"23.00\r\n",received
7:45:15 PM.932,"23.00\r\n",received
7:45:16 PM.446,"23.00\r\n",received
7:45:16 PM.941,"23.00\r\n",received
7:45:17 PM.437,"23.00\r\n",received
7:45:17 PM.965,"23.00\r\n",received
7:45:18 PM.461,"23.00\r\n",received
7:45:18 PM.972,"23.00\r\n",received
7:45:19 PM.469,"23.00\r\n",received
7:45:19 PM.997,"23.00\r\n",received
7:45:20 PM.493,"23.00\r\n",received
7:45:20 PM.988,"23.00\r\n",received
7:45:21 PM.484,"23.00\r\n",received
